d3mIndex,Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,Hall_of_Fame
753,JERRY_MARTIN,11,1018,2652,337,666,130,17,85,345,207,574.0,0.251,0.309,0.409,0.982,Outfield,0
754,PEPPER_MARTIN,13,1189,4117,754,1227,270,75,59,501,369,438.0,0.298,0.358,0.44299999999999995,0.973,Outfield,0
755,J.C._MARTIN,14,908,2189,189,487,82,12,32,230,201,299.0,0.222,0.293,0.315,0.987,Catcher,0
756,BUCK_MARTINEZ,17,1049,2743,245,618,128,10,58,321,230,419.0,0.225,0.287,0.34299999999999997,0.9840000000000001,Catcher,0
757,PHIL_MASI,14,1229,3468,420,917,164,31,47,417,410,311.0,0.264,0.344,0.37,0.983,Catcher,0
759,GARY_MATTHEWS,16,2033,7147,1083,2011,319,51,234,978,940,1125.0,0.281,0.36700000000000005,0.439,0.968,Outfield,0
761,CHARLIE_MAXWELL,14,1133,3245,478,856,110,26,148,532,484,545.0,0.264,0.363,0.451,0.988,Outfield,0
763,DAVE_MAY,12,1252,3670,462,920,130,20,96,422,344,501.0,0.251,0.32,0.375,0.978,Outfield,0
764,JERRY_MAY,10,556,1527,120,357,63,10,15,130,157,293.0,0.23399999999999999,0.31,0.318,0.99,Catcher,0
766,MILT_MAY,15,1192,3693,313,971,147,11,77,443,305,361.0,0.263,0.321,0.371,0.986,Catcher,0
767,JOHN_MAYBERRY,15,1620,5447,733,1379,211,19,255,879,881,810.0,0.253,0.363,0.439,0.9940000000000001,First_base,0
768,LEE_MAYE,13,1288,4048,533,1109,190,39,94,419,282,481.0,0.27399999999999997,0.324,0.41,0.97,Outfield,0
769,WILLIE_MAYS,22,2992,10881,2062,3283,523,140,660,1903,1464,1526.0,0.302,0.387,0.557,0.981,Outfield,1
770,BILL_MAZEROSKI,17,2163,7755,769,2016,294,62,138,853,447,706.0,0.26,0.302,0.36700000000000005,0.983,Second_base,2
771,LEE_MAZZILLI,14,1475,4124,571,1068,191,24,93,460,642,627.0,0.259,0.361,0.385,0.986,Outfield,0
772,JIMMY_McALEER,13,1020,3977,619,1006,114,39,12,469,365,290.0,0.253,0.322,0.31,0.9440000000000001,Outfield,0
773,DICK_McAULIFFE,16,1763,6185,888,1530,231,71,197,697,882,974.0,0.247,0.344,0.40299999999999997,0.977,Second_base,0
774,BAKE_McBRIDE,11,1071,3853,548,1153,167,55,63,430,248,457.0,0.299,0.348,0.42,0.9890000000000001,Outfield,0
775,GEORGE_McBRIDE,16,1659,5526,516,1203,140,47,7,447,419,271.0,0.218,0.281,0.264,0.948,Shortstop,0
776,JACK_McCARTHY,12,1091,4195,550,1203,171,66,7,474,268,13.0,0.287,0.33299999999999996,0.364,0.946,Outfield,0
777,JOHNNY_McCARTHY,11,542,1557,182,432,72,16,25,209,90,114.0,0.27699999999999997,0.319,0.392,0.99,First_base,0
778,TOMMY_McCARTHY,13,1275,5128,1069,1496,192,53,44,666,537,163.0,0.292,0.364,0.376,0.897,Outfield,2
779,TIM_McCARVER,21,1909,5529,590,1501,242,57,97,645,548,422.0,0.271,0.34,0.38799999999999996,0.99,Catcher,0
782,BARRY_McCORMICK,10,989,3645,433,867,110,42,15,417,280,30.0,0.23800000000000002,0.297,0.303,0.885,Third_base,0
783,BARNEY_McCOSKY,11,1170,4172,664,1301,214,71,24,397,497,261.0,0.312,0.386,0.414,0.9840000000000001,Outfield,0
784,WILLIE_McCOVEY,22,2588,8197,1229,2211,353,46,521,1555,1345,1550.0,0.27,0.377,0.515,0.987,First_base,1
786,CLYDE_McCULLOUGH,15,1098,3121,308,785,121,28,52,339,265,398.0,0.252,0.314,0.358,0.9840000000000001,Catcher,0
787,HARRY_McCURDY,10,543,1157,148,326,71,12,9,148,129,108.0,0.282,0.355,0.387,0.97,Catcher,0
789,ED_McFARLAND,14,894,3007,398,826,146,49,13,383,254,19.0,0.275,0.335,0.369,0.9670000000000001,Catcher,0
790,DAN_McGANN,12,1436,5222,842,1482,181,100,42,727,429,10.0,0.284,0.36200000000000004,0.381,0.9890000000000001,First_base,0
791,CHIPPY_McGARR,10,826,3253,537,872,116,28,9,294,183,157.0,0.268,0.31,0.32899999999999996,0.903,Third_base,0
793,DEACON_McGUIRE,26,1781,6290,770,1749,300,79,45,787,515,214.0,0.278,0.341,0.37200000000000005,0.938,Catcher,0
794,STUFFY_McINNIS,19,2128,7822,872,2405,312,101,20,1062,380,189.0,0.307,0.34299999999999997,0.381,0.993,First_base,0
795,MATTY_McINTYRE,10,1072,3958,562,1066,140,69,4,319,439,,0.26899999999999996,0.34600000000000003,0.34299999999999997,0.9640000000000001,Outfield,0
796,ED_McKEAN,13,1654,6890,1227,2083,272,158,66,1070,635,157.0,0.302,0.364,0.41600000000000004,0.9,Shortstop,0
797,BILL_McKECHNIE,11,846,2843,319,713,86,33,8,240,190,199.0,0.251,0.301,0.313,0.9520000000000001,Third_base,0
798,LARRY_McLEAN,13,862,2647,183,694,90,26,6,298,136,79.0,0.262,0.3,0.32299999999999995,0.973,Catcher,0
799,MARTY_McMANUS,15,1831,6660,1008,1926,401,88,120,996,675,558.0,0.289,0.35700000000000004,0.43,0.965,Second_base,0
800,ROY_McMILLAN,16,2093,6752,739,1639,253,35,68,594,665,711.0,0.243,0.316,0.321,0.972,Shortstop,0
801,KEN_McMULLEN,16,1583,5131,568,1273,172,26,156,606,510,815.0,0.248,0.318,0.38299999999999995,0.961,Third_base,0
803,MIKE_McNALLY,10,492,1078,169,257,16,6,1,85,92,97.0,0.23800000000000002,0.299,0.267,0.946,Second_base,0
804,BID_McPHEE,18,2135,8291,1678,2250,303,188,53,727,981,229.0,0.271,0.355,0.37200000000000005,0.9440000000000001,Second_base,2
805,GEORGE_McQUINN,12,1550,5747,832,1588,315,64,135,794,712,634.0,0.276,0.35700000000000004,0.424,0.992,First_base,0
806,HAL_McRAE,19,2084,7218,940,2091,484,66,191,1097,648,779.0,0.29,0.355,0.45399999999999996,0.966,Designated_hitter,0
807,JOE_MEDWICK,17,1984,7635,1198,2471,540,113,205,1383,437,551.0,0.324,0.36200000000000004,0.505,0.98,Outfield,1
808,SAM_MELE,10,1046,3437,406,916,168,39,80,544,311,342.0,0.267,0.32899999999999996,0.408,0.985,Outfield,0
809,SKI_MELILLO,12,1377,5063,590,1316,210,64,22,548,327,306.0,0.26,0.306,0.34,0.973,Second_base,0
811,DENIS_MENKE,13,1598,5071,605,1270,225,40,101,606,698,853.0,0.25,0.34600000000000003,0.37,0.961,Shortstop,0
812,FRED_MERKLE,16,1638,5782,720,1580,290,82,60,733,454,583.0,0.273,0.331,0.38299999999999995,0.985,First_base,0
813,SAM_MERTES,10,1190,4405,695,1227,188,108,40,721,422,10.0,0.27899999999999997,0.34600000000000003,0.39799999999999996,0.938,Outfield,0
815,ROGER_METZGER,11,1219,4201,453,972,101,71,5,254,355,449.0,0.231,0.293,0.293,0.976,Shortstop,0
816,IRISH_MEUSEL,11,1289,4900,701,1521,250,93,106,819,269,199.0,0.31,0.348,0.46399999999999997,0.9590000000000001,Outfield,0
817,BOB_MEUSEL,11,1407,5475,826,1693,368,95,156,1067,375,619.0,0.309,0.35600000000000004,0.49700000000000005,0.958,Outfield,0
818,DAN_MEYER,12,1118,3734,411,944,153,31,86,459,219,277.0,0.253,0.29600000000000004,0.379,0.991,First_base,0
819,GENE_MICHAEL,10,973,2806,249,642,86,12,15,226,234,421.0,0.22899999999999998,0.29,0.284,0.9620000000000001,Shortstop,0
820,CASS_MICHAELS,12,1288,4367,508,1142,147,46,53,501,566,406.0,0.262,0.349,0.353,0.973,Second_base,0
821,EDDIE_MIKSIS,14,1042,3053,383,722,95,17,44,228,215,313.0,0.23600000000000002,0.28800000000000003,0.322,0.9620000000000001,Second_base,0
822,CLYDE_MILAN,16,1982,7359,1004,2100,240,105,17,617,685,197.0,0.285,0.353,0.353,0.953,Outfield,0
823,LARRY_MILBOURNE,11,989,2448,290,623,71,24,11,184,133,176.0,0.254,0.295,0.317,0.9740000000000001,Second_base,0
824,FELIX_MILLAN,12,1480,5791,699,1617,229,38,22,403,318,242.0,0.27899999999999997,0.324,0.34299999999999997,0.98,Second_base,0
825,BING_MILLER,16,1820,6212,946,1936,389,96,116,990,383,340.0,0.312,0.359,0.461,0.971,Outfield,0
826,EDDIE_MILLER,14,1510,5337,539,1270,263,28,97,640,351,465.0,0.23800000000000002,0.29,0.35200000000000004,0.972,Shortstop,0
828,DOTS_MILLER,12,1589,5805,711,1526,232,108,32,715,391,454.0,0.263,0.314,0.35700000000000004,0.988,First_base,0
829,OTTO_MILLER,13,927,2836,229,695,97,33,5,231,104,301.0,0.245,0.275,0.308,0.973,Catcher,0
830,NORM_MILLER,10,540,1364,166,325,68,10,24,159,160,265.0,0.23800000000000002,0.325,0.35600000000000004,0.972,Outfield,0
831,RICK_MILLER,15,1482,3887,552,1046,161,35,28,369,454,583.0,0.26899999999999996,0.348,0.35,0.986,Outfield,0
834,DON_MINCHER,13,1400,4026,530,1003,176,16,200,643,606,668.0,0.249,0.35100000000000003,0.45,0.99,First_base,0
835,MINNIE_MINOSO,17,1835,6579,1136,1963,336,83,186,1023,814,584.0,0.298,0.391,0.45899999999999996,0.9740000000000001,Outfield,0
837,GEORGE_MITTERWALD,11,887,2645,251,623,93,7,76,301,222,607.0,0.23600000000000002,0.298,0.36200000000000004,0.987,Catcher,0
838,JOHNNY_MIZE,15,1884,6443,1118,2011,367,83,359,1337,856,524.0,0.312,0.397,0.562,0.992,First_base,2
839,RICK_MONDAY,19,1986,6136,950,1619,248,64,241,775,924,1513.0,0.264,0.36200000000000004,0.44299999999999995,0.9790000000000001,Outfield,0
840,DON_MONEY,16,1720,6215,798,1623,302,36,176,729,600,866.0,0.261,0.33,0.406,0.968,Third_base,0
841,WILLIE_MONTANEZ,14,1632,5843,645,1604,279,25,139,802,465,751.0,0.275,0.331,0.402,0.992,First_base,0
842,BOB_MONTGOMERY,10,387,1185,125,306,50,8,23,156,64,268.0,0.258,0.3,0.37200000000000005,0.983,Catcher,0
843,WALLY_MOON,12,1457,4843,737,1399,212,60,142,661,644,591.0,0.289,0.374,0.445,0.978,Outfield,0
844,CHARLIE_MOORE,15,1334,4033,456,1052,187,43,36,408,346,470.0,0.261,0.321,0.355,0.98,Catcher,0
845,GENE_MOORE,14,1042,3543,497,958,179,53,58,436,317,401.0,0.27,0.33299999999999996,0.4,0.975,Outfield,0
846,EDDIE_MOORE,10,748,2474,360,706,108,26,13,257,272,121.0,0.285,0.359,0.366,0.956,Second_base,0
847,JOHNNY_MOORE,10,846,3013,439,926,155,26,73,452,195,176.0,0.307,0.35200000000000004,0.449,0.97,Outfield,0
848,JO-JO_MOORE,12,1335,5427,809,1615,258,53,79,513,348,247.0,0.298,0.344,0.408,0.975,Outfield,0
850,TERRY_MOORE,11,1298,4700,719,1318,263,28,80,513,406,368.0,0.28,0.34,0.39899999999999997,0.985,Outfield,0
851,JOSE_MORALES,12,733,1305,126,375,68,6,26,207,89,182.0,0.287,0.336,0.408,0.981,Designated_hitter,0
853,PAT_MORAN,14,818,2634,198,618,102,24,18,262,142,36.0,0.235,0.28300000000000003,0.312,0.976,Catcher,0
854,KEITH_MORELAND,12,1306,4581,511,1279,214,14,121,674,405,515.0,0.27899999999999997,0.33899999999999997,0.41100000000000003,0.9790000000000001,Outfield,0
857,GEORGE_MORIARTY,13,1076,3671,372,920,147,32,5,376,234,59.0,0.251,0.303,0.312,0.9309999999999999,Third_base,0
858,JOHN_MORRILL,15,1265,4912,821,1275,239,80,43,643,358,656.0,0.26,0.31,0.36700000000000005,0.971,First_base,0
859,JIM_MORRISON,12,1089,3375,371,876,170,16,112,435,213,521.0,0.26,0.308,0.419,0.9490000000000001,Third_base,0
860,LLOYD_MOSEBY,12,1588,5815,869,1494,273,66,169,737,616,1135.0,0.257,0.33399999999999996,0.414,0.9840000000000001,Outfield,0
861,JOHN_MOSES,11,769,1723,247,438,69,17,11,145,143,226.0,0.254,0.315,0.33299999999999996,0.99,Outfield,0
864,JOHNNY_MOSTIL,10,972,3507,618,1054,209,82,23,376,415,336.0,0.301,0.386,0.42700000000000005,0.971,Outfield,0
865,MANNY_MOTA,20,1536,3779,496,1149,125,52,31,438,289,320.0,0.304,0.358,0.389,0.9790000000000001,Outfield,0
867,HEINIE_MUELLER,11,693,2118,296,597,87,37,22,272,168,147.0,0.282,0.342,0.389,0.96,Outfield,0
868,DON_MUELLER,12,1245,4364,499,1292,139,37,65,520,167,146.0,0.29600000000000004,0.324,0.39,0.982,Outfield,0
869,RAY_MUELLER,14,985,2911,281,733,123,23,56,373,250,322.0,0.252,0.314,0.368,0.988,Catcher,0
870,PAT_MULLIN,10,864,2493,381,676,106,43,87,385,330,312.0,0.271,0.358,0.45299999999999996,0.97,Outfield,0
871,RANCE_MULLINIKS,16,1325,3569,445,972,226,17,73,435,460,555.0,0.272,0.35700000000000004,0.40700000000000003,0.961,Third_base,0
872,JOE_MULVEY,12,987,4063,598,1059,157,70,29,532,134,257.0,0.261,0.287,0.355,0.871,Third_base,0
873,JERRY_MUMPHREY,15,1585,4993,660,1442,217,55,70,575,478,688.0,0.289,0.35100000000000003,0.396,0.981,Outfield,0
874,THURMAN_MUNSON,11,1423,5344,696,1558,229,32,113,701,438,571.0,0.292,0.35,0.41,0.982,Catcher,0
875,BOBBY_MURCER,17,1908,6730,972,1862,285,45,252,1043,862,841.0,0.27699999999999997,0.361,0.445,0.981,Outfield,0
876,DANNY_MURPHY,16,1496,5399,705,1563,289,102,44,702,335,24.0,0.289,0.336,0.405,0.953,Second_base,0
877,DWAYNE_MURPHY,12,1360,4347,648,1069,139,20,166,609,747,953.0,0.24600000000000002,0.359,0.402,0.987,Outfield,0
879,EDDIE_MURRAY,16,2444,9124,1343,2646,462,32,414,1562,1147,1224.0,0.29,0.37,0.484,0.993,First_base,0
880,RED_MURRAY,11,1264,4334,555,1170,168,96,37,579,299,194.0,0.27,0.32299999999999995,0.379,0.95,Outfield,0
882,STAN_MUSIAL,22,3026,10972,1949,3630,725,177,475,1951,1599,696.0,0.331,0.418,0.5589999999999999,0.9840000000000001,Outfield,1
884,BUDDY_MYER,17,1923,7038,1174,2131,353,130,38,850,965,428.0,0.303,0.389,0.406,0.9740000000000001,Second_base,0
885,HY_MYERS,14,1310,4910,555,1380,179,100,32,559,195,358.0,0.281,0.312,0.37799999999999995,0.972,Outfield,0
886,HAL_NARAGON,10,424,985,83,262,27,11,6,87,76,62.0,0.266,0.32299999999999995,0.33399999999999996,0.991,Catcher,0
887,BILLY_NASH,15,1549,5849,1072,1606,266,87,60,977,803,383.0,0.275,0.366,0.381,0.897,Third_base,0
888,TOM_NEEDHAM,11,523,1491,113,311,50,10,8,117,109,49.0,0.209,0.27399999999999997,0.272,0.9620000000000001,Catcher,0
889,DAVE_NELSON,10,813,2578,340,630,77,19,20,211,220,392.0,0.244,0.307,0.312,0.976,Second_base,0
890,GRAIG_NETTLES,22,2700,8986,1193,2225,328,28,390,1314,1088,1209.0,0.248,0.332,0.42100000000000004,0.961,Third_base,0
891,SKEETER_NEWSOME,12,1128,3716,381,910,164,15,9,292,246,194.0,0.245,0.293,0.304,0.9590000000000001,Shortstop,0
894,BOB_NIEMAN,12,1113,3452,455,1018,180,32,125,544,435,512.0,0.295,0.375,0.474,0.975,Outfield,0
895,RUSS_NIXON,12,906,2504,215,670,115,19,27,266,154,279.0,0.268,0.313,0.361,0.988,Catcher,0
896,JOE_NOLAN,11,621,1454,156,382,66,10,27,178,164,183.0,0.263,0.34,0.37799999999999995,0.9840000000000001,Catcher,0
897,IRV_NOREN,11,1093,3119,443,857,157,35,65,453,335,350.0,0.275,0.349,0.41,0.9840000000000001,Outfield,0
898,BILLY_NORTH,11,1169,3900,640,1016,120,31,20,230,627,665.0,0.261,0.366,0.32299999999999995,0.981,Outfield,0
899,RON_NORTHEY,12,1084,3172,385,874,172,28,108,513,361,297.0,0.276,0.35200000000000004,0.45,0.972,Outfield,0
900,JIM_NORTHRUP,12,1392,4692,603,1254,218,42,153,610,449,635.0,0.267,0.335,0.429,0.981,Outfield,0
901,LES_NUNAMAKER,12,716,1990,194,533,75,30,2,216,176,150.0,0.268,0.332,0.33899999999999997,0.972,Catcher,0
902,JOHNNY_OATES,11,593,1637,146,410,56,2,14,126,141,149.0,0.25,0.311,0.313,0.987,Catcher,0
904,DANNY_OCONNELL,10,1143,4035,527,1049,181,35,39,320,431,396.0,0.26,0.335,0.35100000000000003,0.98,Second_base,0
905,JACK_OCONNOR,21,1451,5380,713,1417,201,66,19,671,301,152.0,0.263,0.307,0.336,0.917,Catcher,0
906,KEN_ODEA,12,832,2195,262,560,101,20,40,323,273,251.0,0.255,0.33799999999999997,0.374,0.983,Catcher,0
907,LEFTY_ODOUL,11,970,3264,624,1140,175,41,113,542,333,122.0,0.349,0.413,0.532,0.9640000000000001,Outfield,0
908,RON_OESTER,13,1276,4214,458,1118,190,33,42,344,369,681.0,0.265,0.325,0.35600000000000004,0.98,Second_base,0
910,ROWLAND_OFFICE,11,899,2413,259,626,101,11,32,242,189,311.0,0.259,0.317,0.35,0.985,Outfield,0
911,BEN_OGLIVIE,16,1754,5913,784,1615,277,33,235,901,560,852.0,0.273,0.34,0.45,0.978,Outfield,0
912,RUBE_OLDRING,13,1239,4690,616,1268,205,76,27,471,206,125.0,0.27,0.307,0.364,0.966,Outfield,0
913,CHARLEY_OLEARY,11,955,3232,317,731,104,18,3,213,164,34.0,0.226,0.27,0.272,0.935,Shortstop,0
914,TONY_OLIVA,15,1676,6301,870,1917,329,48,220,947,448,645.0,0.304,0.35600000000000004,0.47600000000000003,0.975,Outfield,0
915,AL_OLIVER,18,2368,9049,1189,2743,529,77,219,1326,535,756.0,0.303,0.348,0.451,0.98,Outfield,0
916,GENE_OLIVER,10,786,2216,268,546,111,5,93,320,215,420.0,0.24600000000000002,0.317,0.42700000000000005,0.985,Catcher,0
917,IVY_OLSON,14,1574,6111,730,1575,191,69,13,446,285,222.0,0.258,0.295,0.318,0.932,Shortstop,0
918,TIP_ONEILL,10,1054,4255,880,1386,222,92,52,435,421,146.0,0.326,0.392,0.45799999999999996,0.917,Outfield,0
920,FRANK_OROURKE,14,1131,4069,547,1032,196,42,15,430,314,377.0,0.254,0.315,0.33299999999999996,0.9490000000000001,Third_base,0
921,JIM_OROURKE,19,1774,7435,1446,2304,414,132,50,1010,481,348.0,0.31,0.355,0.42,0.898,Outfield,2
922,JORGE_ORTA,16,1755,5829,733,1619,267,63,130,745,500,715.0,0.278,0.33799999999999997,0.41200000000000003,0.9740000000000001,Second_base,0
923,AMOS_OTIS,17,1998,7299,1092,2020,374,66,193,1007,757,1008.0,0.27699999999999997,0.34700000000000003,0.425,0.991,Outfield,0
924,MEL_OTT,22,2730,9456,1859,2876,488,72,511,1860,1708,896.0,0.304,0.414,0.5329999999999999,0.98,Outfield,1
926,MICKEY_OWEN,13,1209,3649,338,929,163,21,14,378,326,181.0,0.255,0.318,0.322,0.982,Catcher,0
927,TOM_PACIOREK,18,1392,4121,494,1162,232,30,86,503,245,704.0,0.282,0.32799999999999996,0.415,0.9790000000000001,Outfield,0
928,ANDY_PAFKO,17,1852,6292,844,1796,264,62,213,976,561,477.0,0.285,0.35100000000000003,0.449,0.9840000000000001,Outfield,0
929,JOSE_PAGAN,15,1326,3689,387,922,138,26,52,372,244,510.0,0.25,0.3,0.344,0.963,Shortstop,0
931,FREDDY_PARENT,12,1327,4984,633,1306,180,74,20,471,333,,0.262,0.315,0.34,0.927,Shortstop,0
932,DAVE_PARKER,19,2466,9358,1272,2712,526,75,339,1493,683,1537.0,0.29,0.342,0.47100000000000003,0.965,Outfield,0
933,LARRY_PARRISH,15,1891,6792,850,1789,360,33,256,992,529,1359.0,0.263,0.321,0.439,0.941,Third_base,0
934,DODE_PASKERT,15,1716,6017,868,1613,279,77,42,577,715,659.0,0.268,0.35,0.361,0.9690000000000001,Outfield,0
935,FREDDIE_PATEK,14,1650,5530,736,1340,216,55,41,490,523,787.0,0.242,0.311,0.324,0.9620000000000001,Shortstop,0
936,DON_PAVLETICH,12,536,1373,163,349,73,8,46,193,148,237.0,0.254,0.33,0.42,0.983,Catcher,0
937,ROGER_PECKINPAUGH,17,2012,7233,1006,1876,256,75,48,739,814,609.0,0.259,0.336,0.335,0.9490000000000001,Shortstop,0
938,HEINIE_PEITZ,16,1234,4121,532,1117,191,66,16,560,409,76.0,0.271,0.341,0.361,0.963,Catcher,0
939,JOE_PEPITONE,12,1397,5097,606,1315,158,35,219,721,302,526.0,0.258,0.303,0.43200000000000005,0.993,First_base,0
940,TONY_PEREZ,23,2777,9778,1272,2732,505,79,379,1652,925,1867.0,0.27899999999999997,0.344,0.46299999999999997,0.992,First_base,1
941,MARTY_PEREZ,10,931,3131,313,771,108,22,22,241,245,369.0,0.24600000000000002,0.303,0.316,0.958,Shortstop,0
943,JOHNNY_PESKY,10,1270,4745,867,1455,226,50,17,404,662,218.0,0.307,0.39399999999999996,0.386,0.9640000000000001,Shortstop,0
944,RUSTY_PETERS,10,471,1222,123,289,53,16,8,117,98,199.0,0.23600000000000002,0.295,0.326,0.966,Second_base,0
946,GARY_PETTIS,11,1183,3629,568,855,109,49,21,259,521,958.0,0.23600000000000002,0.33299999999999996,0.31,0.986,Outfield,0
948,ED_PHELPS,11,633,1832,186,460,45,20,3,205,163,46.0,0.251,0.32299999999999995,0.302,0.968,Catcher,0
949,BABE_PHELPS,11,726,2117,239,657,143,19,54,345,160,157.0,0.31,0.36200000000000004,0.47200000000000003,0.9740000000000001,Catcher,0
950,KEN_PHELPS,11,761,1854,308,443,64,7,123,313,390,449.0,0.239,0.377,0.48,0.987,Designated_hitter,0
952,BUBBA_PHILLIPS,10,1062,3278,348,835,135,8,62,356,182,314.0,0.255,0.3,0.358,0.96,Third_base,0
953,MIKE_PHILLIPS,11,712,1719,166,412,46,24,11,145,124,234.0,0.24,0.294,0.314,0.956,Shortstop,0
955,VAL_PICINICH,18,1037,2877,298,743,166,26,26,298,314,382.0,0.258,0.33399999999999996,0.361,0.97,Catcher,0
956,JIM_PIERSALL,17,1734,5890,811,1604,256,52,104,591,524,583.0,0.272,0.33399999999999996,0.386,0.99,Outfield,0
957,LOU_PINIELLA,18,1747,5867,651,1705,305,41,102,766,368,541.0,0.29100000000000004,0.336,0.409,0.981,Outfield,0
958,GEORGE_PINKNEY,10,1163,4610,874,1212,170,56,21,391,525,135.0,0.263,0.345,0.33799999999999997,0.897,Third_base,0
959,VADA_PINSON,18,2469,9645,1366,2757,485,127,256,1170,574,1196.0,0.28600000000000003,0.33,0.442,0.981,Outfield,0
960,WALLY_PIPP,15,1872,6914,974,1941,311,148,90,996,596,551.0,0.281,0.341,0.408,0.992,First_base,0
963,PAUL_POPOVICH,11,682,1732,176,403,42,9,14,134,127,151.0,0.233,0.28800000000000003,0.292,0.982,Second_base,0
964,DARRELL_PORTER,17,1782,5539,765,1369,237,48,188,826,905,1025.0,0.247,0.35700000000000004,0.409,0.982,Catcher,0
965,WALLY_POST,15,1204,4007,594,1064,194,28,210,699,331,813.0,0.266,0.325,0.485,0.97,Outfield,0
966,JAKE_POWELL,11,688,2540,353,689,116,26,22,327,173,219.0,0.271,0.32,0.363,0.975,Outfield,0
967,BOOG_POWELL,17,2042,6681,889,1776,270,11,339,1187,1001,1226.0,0.266,0.364,0.462,0.991,First_base,0
970,DEL_PRATT,13,1836,6826,856,1996,392,117,43,968,513,360.0,0.292,0.345,0.40299999999999997,0.96,Second_base,0
972,GREG_PRYOR,10,789,1883,204,471,85,9,14,146,104,185.0,0.25,0.293,0.327,0.9520000000000001,Third_base,0
973,TERRY_PUHL,15,1531,4855,676,1361,226,56,62,435,505,507.0,0.28,0.35100000000000003,0.38799999999999996,0.993,Outfield,0
975,FRANKIE_PYTLAK,12,795,2399,316,677,100,36,7,272,247,97.0,0.282,0.355,0.363,0.991,Catcher,0
976,JOE_QUINN,17,1768,6879,891,1797,228,70,29,794,364,214.0,0.261,0.302,0.327,0.946,Second_base,0
977,JAMIE_QUIRK,18,984,2266,193,544,100,7,43,247,177,435.0,0.24,0.3,0.34700000000000003,0.982,Catcher,0
978,RIP_RADCLIFF,10,1081,4074,598,1267,205,50,42,533,310,141.0,0.311,0.36200000000000004,0.41700000000000004,0.9670000000000001,Outfield,0
979,DAVE_RADER,10,846,2405,254,619,107,12,30,235,245,180.0,0.257,0.32899999999999996,0.349,0.983,Catcher,0
980,DOUG_RADER,11,1465,5186,631,1302,245,39,155,722,528,1055.0,0.251,0.325,0.40299999999999997,0.956,Third_base,0
981,PAUL_RADFORD,12,1361,4979,945,1206,176,57,13,417,791,373.0,0.242,0.35100000000000003,0.308,0.9009999999999999,Outfield,0
983,LEN_RANDLE,12,1138,3950,488,1016,145,40,27,322,372,505.0,0.257,0.32299999999999995,0.335,0.953,Third_base,0
984,WILLIE_RANDOLPH,18,2202,8018,1239,2210,316,65,54,687,1243,675.0,0.276,0.375,0.35100000000000003,0.98,Second_base,0
985,BILL_RARIDEN,12,982,2877,272,682,105,24,7,272,340,251.0,0.237,0.32,0.298,0.973,Catcher,0
988,PEE-WEE_REESE,16,2166,8058,1338,2170,330,80,126,885,1210,890.0,0.26899999999999996,0.366,0.377,0.9620000000000001,Shortstop,2
990,RICK_REICHARDT,11,997,3307,391,864,109,24,116,445,263,672.0,0.261,0.32799999999999996,0.414,0.982,Outfield,0
991,JOHN_REILLY,10,1142,4684,898,1352,215,139,69,335,157,156.0,0.289,0.325,0.43799999999999994,0.972,First_base,0
992,PETE_REISER,10,861,2662,473,786,155,41,58,368,343,369.0,0.295,0.38,0.45,0.9790000000000001,Outfield,0
993,KEN_REITZ,11,1344,4777,366,1243,243,12,68,548,184,518.0,0.26,0.293,0.359,0.97,Third_base,0
994,JERRY_REMY,10,1154,4455,605,1226,140,38,7,329,356,404.0,0.275,0.32899999999999996,0.32799999999999996,0.981,Second_base,0
995,MERV_RETTENMUND,13,1023,2555,393,693,114,16,66,329,445,382.0,0.271,0.38299999999999995,0.406,0.985,Outfield,0
996,CARL_REYNOLDS,13,1222,4495,672,1357,247,107,80,699,260,308.0,0.302,0.34600000000000003,0.45799999999999996,0.97,Outfield,0
997,CRAIG_REYNOLDS,15,1491,4466,480,1142,143,65,42,377,227,406.0,0.256,0.293,0.345,0.966,Shortstop,0
998,DEL_RICE,17,1309,3826,342,908,177,20,79,441,382,522.0,0.237,0.312,0.35600000000000004,0.987,Catcher,0
999,SAM_RICE,20,2404,9269,1514,2987,498,184,34,1078,708,275.0,0.322,0.374,0.42700000000000005,0.965,Outfield,2
1000,HARRY_RICE,10,1034,3740,620,1118,186,63,48,506,376,194.0,0.299,0.368,0.42100000000000004,0.966,Outfield,0
1001,JIM_RICE,16,2089,8225,1249,2452,373,79,382,1451,670,1423.0,0.298,0.35600000000000004,0.502,0.98,Outfield,0
1002,HARDY_RICHARDSON,14,1331,5642,1120,1688,303,126,70,822,377,445.0,0.299,0.344,0.435,0.915,Second_base,0
1003,DANNY_RICHARDSON,11,1131,4451,676,1129,149,52,32,558,283,289.0,0.254,0.301,0.332,0.94,Second_base,0
1004,BOBBY_RICHARDSON,12,1412,5386,643,1432,196,37,34,390,262,243.0,0.266,0.301,0.335,0.9790000000000001,Second_base,0
1005,LEW_RIGGS,10,760,2477,298,650,110,43,28,271,181,140.0,0.262,0.317,0.375,0.945,Third_base,0
1007,JIM_RIVERA,10,1171,3552,503,911,155,56,83,422,365,523.0,0.256,0.33,0.402,0.977,Outfield,0
